id,title,description,max_players,user_id,rating_id,image_url,,,,,,,,,,,,,,
74,Final Fantasy X,"Like previous games in the series, Final Fantasy X is presented in a third-person perspective, with players directly navigating the main character, Tidus, around the world to interact with objects and people. Unlike previous games, however, the world and town maps have been fully integrated, with terrain outside of cities rendered to scale. As Tidus explores the world, he randomly encounters enemies. When an enemy is encountered, the environment switches to a turn-based battle area where characters and enemies await their turn to attack.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
75,Gran Turismo 3: A-Spec,"The objective of the game is to win all the provided races, championships, complete license tests and achieve 100% game completion. Every 25% of the game completed results in the player being awarded a car as a special prize.",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
76,Grand Theft Auto III,"Grand Theft Auto III is an action-adventure game played from a third-person perspective. Players complete missions—linear scenarios with set objectives—to progress through the story. It is possible to have several missions available at a time, as some missions require players to wait for further instructions or events. Outside of missions, players can freely roam the game's open world, and have the ability to complete optional side missions.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
77,Halo: Combat Evolved,"Halo: Combat Evolved is a first-person shooter (FPS) game in which players experience gameplay in a 3D environment almost entirely from a first-person view. The player can move around and look up, down, left, or right.[6] The game features vehicles, ranging from armored 4×4s and tanks to alien hovercraft and aircraft, many of which can be controlled by the player.",4,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
78,Max Payne,"The player assumes the role of the titular character, with gameplay revolving around the use of the bullet time mechanic during firefights – when triggered, time is slowed down to such an extent that the speed at which bullets and other projectiles move is slow enough to be seen by the naked eye. Although Max's movement is also slowed, the player is still able to move and react in real-time, allowing them more time to plan and react to enemies.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
79,Metal Gear Solid 2: Sons of Liberty,Metal Gear Solid 2 carries the subtitle of Tactical Espionage Action, and most of the game involves the protagonist sneaking around avoiding being seen by the enemies. ,1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,
80,Silent Hill 2,"The objective of Silent Hill 2 is to guide player character, James Sunderland, through the monster-filled town of Silent Hill as he searches for his deceased wife.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
81,Super Smash Bros. Melee,"Like its predecessor, Super Smash Bros. Melee differs from traditional fighting games as the objective is to force their opponents beyond the boundaries of the stage.",4,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
82,The Elder Scrolls III: Morrowind,The Elder Scrolls III: Morrowind is an open-world action role-playing video game developed by Bethesda Game Studios and published by Bethesda Softworks. It is the third installment in the Elder Scrolls series.,1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
83,Grand Theft Auto: Vice City,"Grand Theft Auto: Vice City is an action-adventure game played from a third-person perspective. The player controls criminal Tommy Vercetti and completes missions—linear scenarios with set objectives—to progress through the story. It is possible to have several missions available at a time, as some missions require the player to wait for further instructions or events.",1,1,5,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
84,Kingdom Hearts,"Kingdom Hearts is influenced by its parent franchise, Final Fantasy, and carries gameplay elements over into its own action-based, hack and slash system.",1,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
85,The Legend of Zelda: The Wind Waker,The Legend of Zelda: The Wind Waker is an open world action-adventure game with role-playing elements. The control scheme is comparable to its predecessors: the player moves the protagonist Link in three dimensions from a third-person perspective. Link fights with a sword and shield as well as a variety of other weapons and items. He interacts with non-player characters and objects via the action button.,1,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
86,Metroid Prime,"Metroid Prime is a 3D action-adventure game in which players control series protagonist Samus Aran from a first-person perspective, unlike previous games of the Metroid series, with third-person elements used for Morph Ball mode. The gameplay involves solving puzzles to reveal secrets, platform jumping, and shooting foes with the help of a lock-on"" mechanism that allows circle strafing while staying aimed at the enemy.""",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
87,Tom Clancy's Splinter Cell,"The primary focus and hallmark of Splinter Cell's gameplay is stealth, with strong emphasis on light and darkness. The player is encouraged to move through the shadows for concealment whenever possible. The game displays a light meter"" that reflects how visible the player character is to enemies", and night vision and thermal vision goggles to help the player navigate in darkness or smoke/fog," respectively. """,1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,
88,Max Payne 2,"Max Payne 2 is a third-person shooter, in which the player assumes the role of Max Payne, and plays as Mona Sax in a few levels.[2] Initially, the player's weapon is a 9mm pistol. As they progress, players access weapons including other handguns, shotguns, submachine guns, assault rifles, sniper rifles, and hand-thrown weapons. To move the game along, the player is told what the next objective is through Max's internal monologue, in which Max iterates what his next steps should be.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
89,Prince of Persia: The Sands of Time,"Prince of Persia: The Sands of Time is an action-adventure puzzle-platformer. The player controls the main protagonist, an unnamed Prince from a kingdom in Persia. Environments are seen through a controllable third-person view. ",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
90,Star Wars: Kights of the Old Republic,"Players choose from three basic character classes (Scout, Soldier or Scoundrel) at the beginning of the game and later choose from three Jedi subclasses (Guardian, Sentinel or Consular). Beyond class, a character has skills"" stats"," tiered ""feats"," and later on, tiered Force powers, similar to magic spells in fantasy games. Feats and Force powers are generally unlocked upon level-up, while the player is given skill points to distribute among their skills every level.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,
91,Burnout 3: Takedown,Burnout 3: Takedown is a racing video game with arcade-style gameplay that emphasises dangerous and fast-paced driving. The game features standard circuit races which take place on carriageways and city streets populated with traffic.,2,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
92,Grand Theft Auto: San Andreas,"Grand Theft Auto: San Andreas is an action-adventure game with role-playing and stealth elements. Structured similarly to the previous two games in the series, the core gameplay consists of elements of third-person shooter and driving games, affording the player a large, open-world environment in which to move around.",1,1,5,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
93,Half-Life 2,"Like the original Half-Life (1998), Half-Life 2 is a single-player first-person shooter in which players control Gordon Freeman. It has similar mechanics to Half-Life, including health-and-weapon systems and periodic physics puzzles, except with the newer Source engine and improved graphics.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
94,Halo 2,"Halo 2 is a shooter game. Players primarily experience gameplay from a first-person perspective, with the viewpoint shifting to third-person for vehicle segments.",4,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
95,Metal Gear Solid 3: Snake Eater,"The gameplay of Snake Eater is similar to that of previous games in the Metal Gear Solid series. Snake, controlled by the player, must move undetected through a hostile, enemy-filled environment.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
96,World of Warcraft,"World of Warcraft (WoW) is a massively multiplayer online role-playing game (MMORPG) released in 2004 by Blizzard Entertainment. Set in the Warcraft fantasy universe, World of Warcraft takes place within the world of Azeroth, approximately four years after the events of the previous game in the series.",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
97,God of War,"God of War is a third-person single player action-adventure video game with hack and slash elements, viewed from a fixed camera perspective. The player controls the character Kratos in combo-based combat, platforming, and puzzle game elements, and battles Greek mythological foes that include undead soldiers, harpies, minotaurs, Medusa and the Gorgons, cyclopes, wraiths, Sirens, satyrs, centaurs, cerberuses, and boss opponents—the Hydra and a giant minotaur known as Pandora's Guardian.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
98,Guitar Hero,"The gameplay is similar to other music and rhythm video games, in that the player must press buttons on a game controller in time with scrolling notes on the game screen to complete a song.",2,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
99,Resident Evil 4,"The player controls the protagonist, Leon S. Kennedy, from a third-person perspective. Departing significantly from the series' previous games, the gameplay focuses on action and shootouts with fewer survival horror elements.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
100,Company of Heroes,"Company of Heroes is set during the Second World War and contains two playable factions. Players aim to capture strategic resource sectors located around the map, which they use to build base structures, produce new units, and defeat their enemies.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
101,The Elder Scrolls IV: Oblivion,"Oblivion is an open world role-playing game (RPG) that incorporates open-ended gameplay. The player can follow side-quests, interact with NPCs, dispatch monsters, develop their character, and travel anywhere in the province of Cyrodiil at any time while playing the game, provided that the areas are not quest-specific and otherwise inaccessible when not questing. The game never ends, and the player can continue playing after completing the main quest.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
102,Gears of War,"Gears of War is a third-person shooter that places emphasis on using cover to avoid taking damage while moving towards enemy forces. The game uses a number of weapons, but predominately featured is the Lancer Assault Rifle, which has a mounted chainsaw bayonet that can deal melee damage at close range.",4,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
103,Wii Sports,"Wii Sports consists of five separate sports games—tennis, baseball, bowling, golf, and boxing—accessed from the main menu. The games use the motion sensor capabilities of the Wii Remote to control the player's dominant arm and/or the appropriate sports equipment it wields.",4,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
104,BioShock,"BioShock takes place in Rapture, a large underwater city planned and constructed in the 1940s by Objectivist business magnate Andrew Ryan, who wanted to create a utopia for society's elite to flourish outside of government control and petty morality"".""",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
105,Call of Duty 4: Modern Warfare,"The story takes place in the year of 2011, where a radical leader has executed the president of an unnamed country in the Middle East, and an ultranationalist movement ignites a civil war in Russia. The conflicts are seen from the perspectives of a U.S. Marine Force Recon sergeant and a British SAS commando and are set in various locales, such as the United Kingdom, the Middle East, Azerbaijan, Russia, and Ukraine. The multiplayer portion of the game features various game modes and contains a leveling system that allows the player to unlock additional weapons, weapon attachments, and camouflage schemes as they advance.",4,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
106,God of War II,"God of War II is an action-adventure game with hack and slash elements. It's a third-person single-player video game viewed from a fixed camera perspective. The player controls the character Kratos in combo-based combat, platforming, and puzzle game elements, and battles foes who primarily stem from Greek mythology, including harpies, minotaurs, Gorgons, griffins, cyclopes, cerberuses, Sirens, satyrs, and nymphs.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
107,Halo 3,"Halo 3 is a shooter game where players primarily experience gameplay from a first-person perspective. Much of the gameplay takes place on foot, but also includes segments focused on vehicular combat. Gameplay focuses on the Golden Triangle of Halo"": players utilize weapons", grenades, and melee attacks," which are available to a player in most situations.""",4,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,
108,Mass Effect,"Mass Effect is a single-player action role-playing game in which the player takes the role of Commander Shepard from a third-person perspective.[1] Shepard's gender, appearance, military background, combat-training and first name are determined by the player before the game begins.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
109,Portal,"In Portal, the player controls the protagonist, Chell, from a first-person perspective as she is challenged to navigate through a series of test chambers using the Aperture Science Handheld Portal Device, or portal gun, under the watchful supervision of the artificial intelligence GLaDOS. The portal gun can create two distinct portal ends, orange and blue. The portals create a visual and physical connection between two different locations in three-dimensional space.",1,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
110,Rock Band,"The game allows up to four players to simulate the performance of popular rock songs by playing with controllers modeled after musical instruments. Players can play the lead guitar, bass guitar, and drums parts to songs with instrument controllers"""," as well as sing through a USB microphone. Players are scored on their ability to match scrolling musical ""notes"" while playing instruments"," or by their ability to match the singer's pitch on vocals.""",4,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,
111,Team Fortress 2,"Players join one of two teams, RED and BLU, and choose one of nine character classes to play as in game modes such as capture the flag and king of the hill. Development was led by John Cook and Robin Walker, the developers of the original Team Fortress mod.",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
112,Fallout 3,"The main story takes place in the year 2277, around 36 years after the events of Fallout 2, of which it is not a direct sequel. Players take control of an inhabitant of Vault 101, one of several underground shelters created before the Great War to protect around 1,000 humans from the nuclear fallout, who is forced to venture out into the Capital Wasteland to find their father after he disappears from the Vault under mysterious circumstances. They find themselves seeking to complete their father's work while fighting against the Enclave, the corrupt remnants of the former U.S. Government that seeks to use it for their own purposes.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
113,Grand Theft Auto IV,"Grand Theft Auto IV is an action-adventure game played from a third-person perspective. Players complete missions—linear scenarios with set objectives—to progress through the story. It is possible to have several active missions running at one time, as some require players to wait for further instructions or events. Outside of missions, players can freely roam the game's open world and complete optional side missions.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
114,Gears of War 2,"Gears of War 2 is a third person shooter with an emphasis on the tactical use of cover, and retains much of the same gameplay from the first game.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
115,Left 4 Dead,"An outbreak of a highly contagious pathogen nicknamed the Green Flu"" (which causes extreme aggression", mutation to the body cells, loss of higher brain functions," and essential zombification of those who catch it) begins in Pennsylvania.""",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,
116,Rock Band 2,"The core gameplay in Rock Band 2 is mostly unchanged from the original Rock Band. Players use controllers modeled after musical instruments to simulate the performance of rock songs. Players use these instruments to play scrolling musical notes"" on-screen in time with the music. Rock Band 2 offers single-player and multiplayer gameplay for lead guitar", bass guitar, drums, and vocals," allowing for any combination of parts to play as a band.""",4,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,
117,Assassin's Creed II,"Players directly control the on-screen character through a third-person perspective and can control the camera, allowing for a 360° view of their surroundings. The game takes place in an open world environment with nonlinear gameplay, allowing the player to roam freely within several regions of late fifteenth-century Italy such as Venice, Florence, Monteriggioni, Forlì, San Gimignano, and the Tuscany countryside.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
118,Batman: Arkam Asylum,"Batman: Arkham Asylum is an action-adventure game viewed from the third-person perspective. The playable character is visible on the screen and the camera can be freely rotated around him. The player controls Batman as he traverses Arkham Asylum, a secure facility for the criminally insane located off the coast of Gotham City.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
119,Left 4 Dead 2,"Like its predecessor, Left 4 Dead 2 is a first-person shooter with a heavy emphasis on cooperative gameplay. The game presents five new campaigns, each composed of three to five smaller levels. As in the first game, each campaign is presented in menus and loading screens as a film starring the four Survivors; and features, upon completing a campaign, a faux credits screen which acts as the final scoreboard for the players and recaps certain performance statistics for the group.",4,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
120,Mass Effect 2,"For the game, BioWare changed several gameplay elements and put further emphasis on third-person shooter aspects, including limited ammunition and regenerable health. In contrast to the exclusive focus on the main story of the original Mass Effect, the developers opted to create a plot where optional missions had as much intensity as the main mission.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
121,Red Dead Redmption,"The game is played from a third-person perspective. The player may freely roam in its interactive open world, a fictionalized version of the Western United States and Northern Mexico, primarily by horseback and on foot.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
122,Rock Band 3,"Rock Band 3 allows for 1–7 players, either locally or through online game services, to use various instrument controllers to accurately simulate the playing of music. In addition to supporting the four Basic instrument controllers from previous Rock Band games (lead guitar, bass guitar, drums and vocals), Rock Band 3 adds support for two additional microphones for singers to provide backup vocal harmonies (previously found in The Beatles: Rock Band and Green Day: Rock Band), an electric keyboard as a new instrument (or any MIDI-compatible keyboard), plus support for a specially made 102-button MIDI bass, and an actual Squier guitar by Fender. Support for MIDI compatible electronic drum kits as well.",7,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
123,Starcraft II: Wings of Liberty,"Like its predecessor, the game revolves around three species: the Terrans (humans), the Zerg (a super-species of assimilated life forms),[8] and the Protoss (a technologically advanced species with vast psionic powers). Wings of Liberty focuses on the Terrans, while the expansions, Heart of the Swarm and Legacy of the Void, would focus on the Zerg and Protoss, respectively. The game is set four years after the events of 1998's Brood War, and follows the exploits of Jim Raynor as he leads an insurgent group against the autocratic Terran Dominion. The game includes new and returning characters and locations from the original game.",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
124,Super Mario Galaxy 2,"The gameplay of Super Mario Galaxy 2 is similar to Super Mario Galaxy, with a focus on platforming based on and around 3D planets, grouped into levels known as galaxies. Planets and galaxies each have varying themes, sizes, landscapes, and climates. The player controls Mario (or later in the game, his brother Luigi, though using him is optional), who has special abilities such as the Spin"" attack", long jump, wall jumps, and a variety of somersaults. As in the original, the objective of the game is to travel to the various galaxies and collect Power Stars," which are awarded by completing levels and accomplishing tasks and are used to gain access to later levels.""",2,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,
125,Batman: Arkham City,"The game is presented from the third-person perspective with a primary focus on Batman's combat and stealth abilities, detective skills, and gadgets that can be used in both combat and exploration. Batman can freely move around the Arkham City prison, interacting with characters and undertaking missions, and unlocking new areas by progressing through the main story or obtaining new equipment. The player is able to complete side missions away from the main story to unlock additional content and collectible items. Batman's ally Catwoman is another playable character, featuring her own story campaign that runs parallel to the game's main plot.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
126,Dark Souls,"Dark Souls takes place in the fictional kingdom of Lordran, where players assume the role of a cursed undead character who begins a pilgrimage to discover the fate of their kind.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
127,The Elder Scrolls V: Skyrim,"The Elder Scrolls V: Skyrim is an action role-playing game, playable from either a first or third-person perspective. The player may freely roam over the land of Skyrim—an open world environment consisting of wilderness expanses, dungeons, caves, cities, towns, fortresses, and villages.[1] Players may navigate the game world more quickly by riding horses, paying for a ride from a city's stable or by utilizing a fast-travel system which allows them to warp to previously discovered locations.",1,1,4,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
128,Minecraft,"In Minecraft, players explore a blocky, procedurally generated 3D world with virtually infinite terrain, and may discover and extract raw materials, craft tools and items, and build structures or earthworks.In Minecraft, players explore a blocky, procedurally generated 3D world with virtually infinite terrain, and may discover and extract raw materials, craft tools and items, and build structures or earthworks.",1,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
129,Portal 2,"Portal 2 is a first-person perspective puzzle game. The player takes the role of Chell in the single-player campaign, as one of two robots—Atlas and P-Body—in the cooperative campaign, or as a simplistic humanoid icon in community-developed puzzles. These three characters can explore and interact with the environment. Characters can withstand limited damage but will die after sustained injury. There is no penalty for falling onto a solid surface, but falling into bottomless pits or toxic pools kills the player character immediately.",1,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
130,Dota 2,"Dota 2 is a multiplayer online battle arena (MOBA) video game in which two teams of five players compete to collectively destroy a large structure defended by the opposing team known as the Ancient"""," whilst defending their own.""",1,1,2,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,
131,Grand Theft Auto V,"The game is played from either a third-person or first-person perspective, and its world is navigated on foot and by vehicle. Players control the three lead protagonists throughout single-player and switch among them, both during and outside missions. The story is centred on the heist sequences, and many missions involve shooting and driving gameplay.",1,1,5,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
132,Destiny,"Players take on the role of a Guardian, protectors of Earth's last safe city as they wield a power called Light to protect the City from different alien races. Guardians are tasked with reviving a celestial being called the Traveler, while journeying to different planets to investigate and destroy the alien threats before humanity is completely wiped out.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
133,Overwatch,"Overwatch is an online team-based game generally played as a first-person shooter. The game features several different game modes, principally designed around squad-based combat with two opposing teams of six players each.",1,1,3,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,
134,The Legend of Zelda: Breath of the Wild,"Breath of the Wild is an action-adventure game set in an open world where players are tasked with exploring the kingdom of Hyrule while controlling Link. Breath of the Wild encourages nonlinear gameplay, which is illustrated by the game's lack of defined entrances or exits to areas, scant instruction given to the player, and encouragement to explore freely.",1,1,1,https://i.imgur.com/a3H171W.png,,,,,,,,,,,,,,